gene,ADRG1,ADRG2,AORT1,AORT2,BFAT1,BFAT2
Rbm31y,4.7399,4.61358,4.22519,4.12656,3.78038,3.79697
Ints5,7.56781,7.7316,7.05261,7.08545,6.89947,6.71256
Arl16,5.5743,5.45943,5.01441,5.16992,4.47282,4.47808
Ncbp2,8.81074,8.89966,8.05673,7.95332,7.72822,7.69248
Klhl29,8.72569,8.49401,6.03316,6.10612,6.03938,5.87417
Gm17014,5.1625,5.05025,4.98463,4.84944,4.57937,4.59807
Smurf2,9.29066,9.3149,9.18006,9.08247,8.20214,8.3887
Ets1,7.63497,7.57929,7.86038,7.70191,7.42968,7.51386
4930524E20Rik,4.09746,4.02344,3.69479,3.67244,3.53398,3.4897
Rhot2,8.34903,8.16995,7.8041,7.98229,7.7163,7.96105
Dph5,7.332,7.42245,6.88565,6.71169,6.77975,6.79658
Isg15,5.4007,5.3478,4.70873,4.79491,4.55289,4.54181
Smt3h2-ps2,5.73469,5.61126,5.36712,5.1013,5.17511,5.1986
n-R5s69,5.66634,5.72086,4.9386,5.04215,4.69683,4.62258
Prodh2,6.05469,6.06012,5.77595,5.90692,5.50509,5.41262
Abcc3,6.84383,6.91158,5.52544,5.49882,4.96698,4.92157
4930412F15Rik,5.18306,5.16687,4.8599,5.02521,4.35968,4.38284
Tas2r121,4.84366,4.99903,4.2596,4.28119,4.23478,4.10133
Spag7,7.93153,7.7385,7.21058,7.25108,6.88441,7.10385
Plat,7.9409,7.67046,7.25681,7.35277,5.6793,5.37441
1810030N24Rik,8.71071,8.69333,8.24553,8.25752,8.34777,8.56781
Mat2b,7.9885,7.83538,7.75481,7.81072,7.60804,7.64437
Rilpl2,6.37335,6.27471,5.88943,6.08059,5.41905,5.40916
Krt39,5.09906,5.02726,4.54998,4.53922,4.34416,4.29979
Vamp5,8.40347,8.11916,7.51209,7.28728,6.79165,6.82255
Klk7,6.2409,6.26255,6.31423,6.22335,6.00809,5.79701
Hsd17b6,4.96096,4.91984,4.65652,4.42113,4.25954,3.99388
Abcg4,8.98592,8.90165,7.26392,7.17389,6.13713,6.15872
Adig,8.42412,9.01452,10.342,10.4241,10.1392,10.2613
Cryab,9.10456,9.05955,10.4092,10.4504,9.80225,9.54886
Zbtb43,7.53645,7.54446,7.28518,7.32506,7.14886,7.39112
Myo18a,8.30659,8.14281,7.27031,7.36648,7.04635,7.08228
Gm5174,4.43381,4.25718,3.98921,3.83071,3.68538,3.68174
Gcnt3,5.09112,5.26171,4.68473,4.78816,4.65894,4.3809
Aspn,7.02524,7.10996,9.10461,8.61759,7.92254,8.03448
Mir193,5.95327,6.12939,5.67024,5.66231,5.66823,5.41152
Tmem89,5.9818,6.01568,5.76689,5.76625,5.80739,5.44236
Nln,7.26394,7.24783,7.32832,7.23389,7.05134,7.06579
Elof1,8.10726,8.04349,7.65229,7.80481,7.53235,7.66549
Rspo2,5.61965,5.69547,5.2059,5.29957,4.95841,4.79437
Zfp579,7.64218,7.70905,7.20327,7.35824,6.56694,6.6517
Olfr116,4.69007,5.24513,4.01953,4.36357,3.94787,3.76692
Gtse1,5.77787,5.87263,5.83558,6.05766,5.32443,5.05789
Slc23a2,10.1769,10.2013,8.19172,8.05879,7.68915,7.67241
Lipg,5.1315,5.23683,4.71182,4.7159,5.13553,4.85832
Uvrag,8.3436,8.41038,8.05915,7.94667,7.3961,7.49557
Kcnk1,8.90684,8.62354,6.07283,6.10182,5.52677,5.40311
Rad51l1,5.02498,4.88677,4.54704,4.73796,4.15242,4.09416
1700009N14Rik,4.61032,4.57143,4.38181,4.33441,3.92838,3.84756
Cxxc1,8.42986,8.34102,7.80243,7.72479,7.22802,7.31957
Gm6583,5.87742,5.87682,5.50185,5.50614,5.41004,5.22479
Tspan8,5.48956,5.25934,4.49157,4.61141,4.29869,4.01629
4921539E11Rik,4.31133,4.45231,4.24336,4.2307,3.63093,3.64816
Scrt1,5.75305,5.57639,4.69312,4.93226,4.43019,4.2465
Dcbld2,7.21584,7.25202,7.6436,7.55297,6.78172,7.01738
Tmc3,5.79687,5.65206,5.39899,5.3111,4.81598,4.62147
D6Ertd474e,6.02327,5.99952,5.46593,5.62704,5.26895,5.07458
Alg9,9.0089,9.04678,8.83079,8.72049,8.38226,8.38212
4933427G17Rik,5.57548,5.71354,5.32489,5.35814,4.86212,4.84407
Prss48,5.40739,5.34772,4.70535,4.87577,4.42028,4.18117
Npbwr1,6.40858,6.41639,6.03823,5.73386,5.97333,5.52424
Olfr601,5.61814,5.67551,5.02769,5.08042,5.38096,5.02431
Sox5,7.79988,7.58576,7.21044,7.3366,6.87973,6.89328
Ucma,5.19061,5.13457,4.63669,4.72075,4.22488,4.20917
Kcnb1,7.58115,7.71787,7.74167,7.76135,7.8954,8.04613
Cbx5,9.88294,9.90486,9.44165,9.17015,8.32435,8.67587
Tmem135,8.4195,8.64965,9.04345,9.03321,8.92349,9.10509
Olfr53,5.06134,5.1858,4.79513,4.86209,4.39734,4.34594
Vldlr,8.3703,8.61592,10.0205,10.0128,10.065,10.2359
Krtap16-10a,4.93888,4.90177,4.41865,4.4215,4.19266,3.95402
Zbtb6,7.51477,7.28036,6.74988,6.55241,6.40432,6.62226
Pdgfd,9.35259,9.33135,9.4586,9.33867,8.71403,8.49533
Cpsf1,8.24441,8.29025,7.72074,7.63362,7.27567,7.27527
Efcab6,4.60331,4.7143,4.46017,4.38124,4.18469,4.20274
Prmt8,4.58436,4.65592,4.06829,4.14754,3.61359,3.63205
Pcdhb13,4.89253,4.91809,4.74067,4.56058,4.36359,4.37178
4930572J05Rik,7.5026,7.63044,6.21704,6.2616,5.92976,5.91564
Gm13547,5.33176,5.43488,4.89746,4.97934,4.94249,4.6346
1700008P02Rik,4.76192,4.65131,4.28376,4.38625,4.31619,4.01979
Rsbn1,8.52317,8.42571,8.33814,8.0785,7.94394,7.80143
Hps6,6.63733,6.4786,5.72684,5.84503,5.61494,5.74287
Upk3a,5.52553,5.50599,5.41706,5.30307,5.25421,5.03509
Csrnp3,5.25107,5.41367,4.6772,4.63323,4.13913,4.16519
3830406C13Rik,8.52743,8.68544,8.1538,7.97756,7.33336,7.79558
Apba3,8.97311,8.91981,9.1768,9.24885,8.76742,8.73921
3110021A11Rik,7.0718,6.97782,6.4502,6.53737,6.02374,5.93501
Yod1,7.40278,7.32374,6.60384,6.73078,6.32769,6.49732
Plvap,9.16279,8.94559,7.44117,7.39243,6.26862,6.28334
Gm12757,4.16825,4.16609,3.92006,3.79234,3.32772,3.44203
Lsm10,7.56357,7.63845,7.14192,7.2527,6.26918,6.52058
Ptges,8.44467,8.6629,7.48139,7.47093,7.08593,7.60479
1700028K03Rik,5.4683,5.24579,4.77101,4.79267,4.36187,4.42334
Dlst,9.61481,9.73638,10.6759,10.7458,10.9698,11.1116
Cdc42ep1,8.19399,8.11219,7.42158,7.3136,6.71474,6.85242
Wfdc9,4.40777,4.33238,4.18383,4.26406,4.18494,4.01277
Prdm11,8.14869,7.96709,6.33512,6.48807,6.08467,5.68017
Wrn,7.62255,7.68261,7.5194,7.47059,6.82681,6.8914
Gga3,8.28188,8.24604,7.45605,7.62024,6.9767,7.00781
Tmem131,9.98706,9.97681,9.73173,9.57944,9.24811,9.33102
Cd209d,4.99154,4.95359,6.42444,6.3073,5.26029,5.43197
Olfr577,6.23862,6.21436,5.62565,5.69973,5.62749,5.46321
Olfr1002,5.84089,6.00084,5.08855,4.95728,4.88081,4.72697
BC027231,6.966,6.81161,6.33852,6.24856,6.10224,6.34641
4930469G21Rik,4.2674,4.67538,3.85347,4.0184,3.74108,3.82272
Capns2,4.99203,4.81691,4.82172,4.75398,4.68474,4.61907
Gm12722,5.40782,5.06381,4.69285,4.73388,4.56987,4.45314
Gm7031,4.05456,4.09466,3.77271,3.81008,3.38123,3.44946
Insl5,6.05625,6.09121,5.41709,5.56085,5.53091,5.201
Tfip11,7.97545,7.8021,7.44702,7.45411,6.94038,6.99363
Ccdc136,6.19652,6.00253,5.53981,5.77786,5.06028,5.01956
Mcm4,7.19195,6.93601,6.53654,6.41423,5.81553,5.83499
Rnase10,4.2622,4.38033,3.95303,3.94422,3.94186,3.754
Otop2,6.54949,6.59926,6.32571,6.25829,6.05041,5.94307
Tmem60,7.80129,7.87782,7.47632,7.4003,7.26571,7.34494
Axin1,8.41256,8.34631,7.88512,7.85291,7.30301,7.37928
2410124H12Rik,5.20712,5.05572,4.71091,4.50796,4.32834,3.95397
Fam154a,4.52526,4.53575,4.17694,4.13823,3.84822,3.88666
Brpf3,8.0091,7.83369,6.85911,7.00381,6.61575,6.5874
Resp18,8.89592,8.46146,4.38031,4.21322,3.53801,3.71804
Aldoart1,6.04479,5.84032,6.2601,6.32368,6.5104,5.9147
Gm13011,5.4396,5.50618,4.67623,4.98284,4.83742,4.68238
Cngb3,4.68167,4.67595,4.35206,4.38911,3.85735,3.98127
Vmn1r-ps14,4.37607,4.08869,3.96859,3.91567,3.76627,3.78005
Aldh3b2,7.76404,8.0661,8.34236,8.34556,7.68453,7.87588
Mir154,4.80721,4.84603,3.84308,3.91086,3.36652,3.27339
Spink8,4.63308,4.68084,4.47032,4.39131,4.03968,4.09527
Gm9785,6.39272,6.26189,5.79429,5.50128,5.23213,5.53272
Cplx1,7.15109,6.87249,6.47518,6.16554,5.5703,5.59858
5330426P16Rik,7.17609,7.43259,7.64323,7.68431,6.3055,6.18089
Siva1,7.22911,7.08044,6.82327,7.06656,6.52339,6.48957
Tph1,5.0103,4.96295,4.7745,4.70613,4.31435,4.28709
Tmem79,5.94128,5.84028,7.88159,7.91584,8.08846,7.92477
Spata7,6.3673,6.1637,5.48833,5.49158,5.192,5.12214
Hadh,12.1503,12.2761,12.6384,12.6839,12.6264,12.6927
Rora,9.61686,9.5663,8.17579,8.09682,7.35631,7.34888
Olfr492,6.44207,6.81754,5.81627,5.8445,5.67703,5.70024
H2-Eb2,5.26179,5.50501,5.19005,5.08947,4.55267,4.69915
Bcl11a,7.3327,7.19651,6.16218,5.95603,5.88742,5.77588
Ldlrad3,8.8152,8.71409,9.21653,9.31564,8.44154,8.42533
Defb4,4.67335,4.72649,4.26258,4.31487,4.03962,3.88548
Dctn1,8.85842,8.8179,8.11803,8.14091,7.66311,7.66884
Csn2,5.5892,5.94065,5.27919,5.29171,5.23484,5.05395
Lsp1,8.58461,8.4172,8.85415,8.76369,7.40049,7.37415
Gm13498,5.0082,5.14876,4.62603,4.45853,5.22884,5.15332
Olfr1188,5.65695,6.33052,5.12844,5.15641,4.91095,4.75363
Sema3a,5.4353,5.36856,7.26825,7.13602,4.55207,4.27887
Gm9,4.79608,4.91469,4.65959,4.69955,4.60392,4.41787
Pomc,5.52194,5.44094,5.2435,5.14867,4.77207,4.61074
2610020H08Rik,5.95811,5.89244,5.83041,5.64468,5.58928,5.86117
Olfr988,4.96334,5.0804,4.39873,4.42751,4.34861,4.29236
Slc25a30,10.6053,10.586,7.59595,7.56461,7.39173,7.3929
Usp11,8.62342,8.57308,6.1053,6.25611,5.13239,5.17964
Vgll1,5.61766,5.68345,5.15106,5.30967,5.07283,4.96818
Trbv1,6.62155,7.01208,6.31392,6.1846,6.14619,5.6917
Ceacam3,4.33073,4.23902,3.84419,3.9248,3.41553,3.31872
Spata20,5.25219,5.36395,5.31926,5.20922,5.20948,5.13463
Phrf1,8.07318,7.98877,7.43088,7.37827,6.98734,7.1855
Dppa1,4.49459,4.43236,4.4726,4.24482,3.9195,3.96304
Tmem11,7.35801,7.38806,7.76373,7.6573,7.74654,7.75952
Rasd2,6.27608,6.11929,5.13905,5.29242,4.41557,4.45414
Olfr532,5.4181,5.33662,5.15524,4.87836,4.84564,4.7902
Gng3,7.66098,7.50948,4.95767,4.41936,4.22748,3.91799
Rilp,6.22918,6.29095,7.88871,8.23144,7.85712,8.2604
Kmo,5.28881,5.20881,4.99694,4.8708,4.28549,4.18621
Cetn2,7.89545,7.73189,6.9505,6.77127,6.14797,6.74772
Gm9524,4.18223,4.11205,3.76092,3.70655,3.55853,3.47401
Nr2f2,9.80056,9.70773,8.39011,8.17641,6.71905,6.89225
Vcan,6.37762,6.49064,7.82745,8.1475,5.86016,6.22291
Krtap12-1,5.74713,5.74331,5.64464,5.2607,5.16478,5.17536
Hmgn2-ps1,8.41208,8.54852,7.65844,7.77695,7.50165,7.35623
Rhox13,5.4198,5.21018,4.89811,4.69036,4.1208,3.95601
Olfr585,4.53792,4.58766,3.92248,4.09933,3.87791,3.6661
Tnnt2,8.29818,8.14147,11.5357,11.63,5.62848,5.46924
Nhsl2,4.78463,4.73669,4.76988,4.70137,4.18515,4.03907
Itpr1,9.6257,9.51186,9.43831,9.50508,8.932,8.89549
n-R5s27,6.00346,5.85998,5.1152,4.99955,4.83133,4.54905
Tmem9,7.50255,7.42052,6.8156,6.84968,6.29377,6.38773
Gfi1b,6.49585,6.52074,6.49476,6.60969,6.28026,5.99308
Dmrt3,6.49056,6.53523,5.83865,5.95851,5.9332,5.87576
Pkd1l2,5.57051,5.51179,5.16225,5.35527,5.12537,4.92122
Bmp10,4.49823,4.66641,4.42745,4.37641,4.28772,4.02645
Gpat2,5.0832,4.98166,4.6247,4.67512,4.28963,4.24942
Vopp1,7.51282,7.534,7.18867,7.09755,5.98259,5.98344
Asb6,7.55406,7.56577,6.9372,6.97961,6.32183,6.09249
Ptprs,10.0575,9.80456,8.68506,8.8079,6.91055,6.89001
E230001N04Rik,5.42754,5.42537,4.59169,4.3932,4.29821,4.28514
Esam,8.98705,8.83871,9.25484,9.13086,8.77054,8.72807
Gipc2,5.56813,5.64205,5.39123,5.5124,4.39855,4.19106
Mosc2,8.82156,8.82656,8.40207,8.40498,8.13037,8.12287
Zfp764,7.22823,7.38694,7.06008,7.10577,7.09161,6.86283
Lhx3,6.52815,6.54331,5.58587,5.58403,5.45839,5.42469
Psmd14,10.3153,10.3689,9.55862,9.51572,9.4432,9.63353
Flnc,6.63299,6.53479,8.57502,8.84791,7.60628,7.43193
Zfp41,5.84132,5.75704,5.81078,5.89374,5.20016,5.23325
Med12l,7.63053,7.65032,7.6093,7.60729,7.61202,7.82631
Degs1,10.0668,10.086,10.1024,9.8649,9.03211,9.18603
Rrp1b,7.40338,7.25174,6.04347,5.92177,5.64873,5.70589
Tbcd,8.27681,8.33567,7.70784,7.70557,7.24507,7.40192
Serpina1b,6.76505,7.62574,7.15955,6.24697,4.01594,4.02278
CT030185.1,5.45664,5.38509,5.29651,5.35713,4.95192,5.02496
Ptchd3,4.56225,4.694,3.78775,4.15342,3.84524,3.66473
Letm1,7.6016,7.65428,7.91647,8.32149,7.95367,8.49265
Ndst1,10.3693,10.1942,9.37857,9.40145,8.85801,8.71885
Serpinh1,8.45265,8.59754,8.98288,9.05896,8.36071,8.55148
4933439C10Rik,7.47975,7.48349,6.48373,6.72989,5.96852,5.89636
Rln1,5.9977,5.94863,5.63214,5.68598,5.67144,5.29657
Lass3,5.87824,6.01305,5.12783,5.08723,5.17369,4.97284
CN725425,4.01345,3.99972,3.60222,3.70582,3.38646,3.43709
Katna1,8.25836,8.22959,7.63046,7.60877,7.46824,7.58759
Olfr352,5.67007,6.10355,5.13282,5.16745,5.16891,5.01373
Ubn2,9.0002,8.9068,8.40128,8.29154,7.69009,7.99577
Txnl4b,6.98824,7.02015,7.23691,7.13226,6.72978,7.19315
Grm8,5.37609,5.37435,4.88774,5.00635,4.62393,4.50838
Flii,9.48564,9.35154,9.23797,9.3389,8.71342,8.67754
Tdgf1,5.55639,5.61224,5.66999,5.4715,5.17877,4.76343
Pdxk-ps,6.21424,6.25413,6.15705,6.31478,5.55222,5.71097
Specc1l,9.52423,9.47365,8.95932,8.8513,7.98976,7.9786
Zfp40,7.66139,7.58948,7.19204,6.58915,6.39409,6.48061
Ndrg2,11.6211,11.4266,11.9175,11.8793,11.814,11.7068
Ccbl2,7.19235,7.24495,7.9745,8.09374,7.98788,8.4706
Wdr34,7.65621,7.72578,6.83335,7.06119,6.51323,6.34103
Nt5dc2,9.61512,9.46127,7.86702,7.21431,7.16759,6.92756
Thap7,8.05417,7.88662,7.51762,7.58518,6.91792,6.98524
Brms1l,8.87977,8.89408,7.7421,7.65997,7.12908,7.3689
Dyrk1b,9.16499,8.93588,8.7498,8.91296,8.54413,8.86495
Safb,7.93437,8.08274,7.70081,7.79522,7.47856,7.38621
Rela,9.66148,9.59354,9.13557,8.87439,8.2601,8.24878
Col23a1,7.04593,7.14161,6.66766,6.7882,6.60819,6.18397
Akap12,7.50583,7.26488,8.17713,7.71219,7.0198,7.0898
1700027D21Rik,5.86893,5.74961,5.30251,5.25749,4.78925,4.53303
Klrb1-ps1,4.55627,4.73356,4.32716,4.25387,4.02168,4.01759
Krt6a,5.67534,5.80983,5.46038,5.81308,5.41105,5.15836
Ccdc48,7.66375,7.71214,7.33395,7.21744,7.06562,6.70585
Eps8l3,6.00187,6.14777,5.86666,5.74434,5.41987,5.04471
Mrm1,7.45008,7.50814,7.09838,7.03987,6.68011,6.5527
Myl12a,9.55624,9.42056,9.67549,9.57803,8.64898,8.63988
Mtf2,8.32186,8.41801,7.56509,7.48431,7.30756,7.38433
Serpinf2,6.4184,6.16335,5.76944,5.76485,5.80013,5.45937
Grk4,5.11617,5.00968,4.60358,4.37596,3.89417,4.07881
Zfp207,10.6261,10.5508,10.0426,9.91121,9.80232,9.82996
Arl6ip5,9.47596,9.52999,9.06236,8.99042,8.35109,8.29112
Gm4744,5.02951,5.0506,5.02877,5.00159,4.54048,4.30618
Gstm7,10.505,10.1482,8.60687,8.50157,7.90236,8.20878
Fabp1,5.07943,5.4242,5.76247,5.05874,3.39163,3.46185
Olfr767,8.21252,8.5206,7.78783,7.73693,8.59888,8.01182
Psma7,8.25355,8.3927,7.77539,7.75444,7.34459,7.55283
Gm15118,8.65896,8.79456,8.91171,9.28761,9.11335,9.26075
Fstl1,8.47383,8.18368,10.8702,10.7409,7.5877,7.81301
8430429K09Rik,5.03105,4.81025,4.37814,4.50946,4.49374,4.29451
Npw,6.44457,6.43433,6.22479,6.30587,5.84815,5.84689
Gpr153,5.87772,5.86261,6.14565,6.15748,5.40911,5.29683
Ism2,5.56205,5.51008,5.46743,5.68103,5.30198,5.0436
Pnpla7,8.12877,8.02234,7.49098,7.29977,7.02657,7.04369
AC122119.1,4.83601,4.72263,4.12092,4.06707,4.23747,4.01187
9330154J02Rik,5.22902,5.04336,4.69915,4.73061,4.58868,4.44664
Arhgef5,7.98226,7.84116,7.40022,7.19491,6.67882,6.34941
Vmn2r22,6.05676,5.93309,5.40521,5.74595,5.45205,4.56975
D11Wsu99e,8.03822,7.97989,7.60032,7.72092,7.26445,7.17084
Eng,10.0638,10.0157,9.58889,9.4307,9.02747,9.03262
Art2a-ps,4.50748,4.59246,3.8233,3.86275,4.10178,3.75129
Apol10b,4.9039,4.89144,5.30732,5.17824,4.82935,4.77246
Musk,5.48115,5.47825,5.16492,5.26259,4.8141,4.88654
Atp6v1a,9.89714,9.95174,9.23942,9.15342,8.87474,8.97026
4930568D16Rik,4.68935,4.57275,4.12798,4.22888,3.62061,3.63588
Alpi,6.03346,5.52584,5.16578,5.27075,5.14931,4.70166
Crybb2,7.15924,7.11798,6.74479,6.73415,6.58405,6.46861
Olfr770,5.0583,5.40747,4.56965,4.6681,4.63358,4.44831
Grem2,5.9933,6.16894,5.40227,5.46473,4.83774,4.90453
Mkln1,9.46175,9.52116,9.44037,9.21608,9.33941,9.32016
Tekt4,5.07711,5.10653,4.68505,4.73371,4.46531,4.56354
Clec4g,5.59687,5.80398,5.5134,5.58619,4.79212,4.72251
Olfr1507,4.88052,4.93205,4.33081,4.35171,3.90306,3.60219
Epn1,9.00639,8.81657,8.54074,8.6533,8.31314,8.40733
Guca1b,6.57179,6.47386,6.59468,6.42821,5.62219,5.61083
Rab44,6.73652,6.61099,6.15877,6.28804,5.9996,5.97582
Gm1631,6.52716,6.59567,6.30477,6.36733,6.01277,5.42985
4933404M02Rik,4.68047,4.75484,4.33695,4.26786,3.78782,3.82028
Nup188,8.11312,8.14139,8.11901,8.07382,7.82895,7.75339
Gm4787,7.48649,7.70969,6.29247,6.29984,5.62463,5.75602
Astn2,7.20473,7.14888,7.63225,7.77766,6.48663,6.32706
Zfp36l1,10.196,9.9714,8.89913,8.94866,8.51506,8.82919
P4ha2,7.25706,7.12285,6.66739,6.74721,5.59944,5.55034
Taar9,4.991,4.77233,4.75924,4.88841,4.19211,3.94221
Tnrc18,8.17987,8.08199,7.89234,8.02657,6.992,7.01313
Pik3r2,7.73706,7.38201,7.15676,7.34541,6.62922,6.84301
Olfr954,5.59054,5.60166,4.99723,4.69985,4.45809,4.59649
Erp29,7.20492,7.33873,6.59091,6.49814,6.13585,6.40598
Olfr449,5.74659,5.89373,5.14836,5.20404,4.81594,4.6281
4931429L15Rik,5.65982,5.65176,5.32492,5.44533,4.88443,4.88946
Lcmt2,8.512,8.32587,7.78976,7.73847,7.77254,7.77877
Spty2d1,7.54303,7.48852,6.87369,6.79289,5.98181,5.92169
Ankrd55,6.62782,6.48478,5.10075,4.95853,4.37847,4.34246
Fkbp3,9.287,9.08716,8.56886,8.26221,8.30004,8.26401
Otud4,9.81086,9.74502,9.35732,9.21513,8.9021,9.07873
Serpina3c,7.98332,8.87134,8.47881,8.20293,7.6664,8.49975
Ttc26,6.67356,6.48176,5.8448,5.84017,4.70254,4.8277
Mlh1,7.30417,7.38907,6.85842,6.70201,6.24154,6.55866
Olfr1388,5.86995,5.8801,5.38925,5.3071,5.38683,5.15183
1700028I16Rik,6.0878,6.1475,5.90846,6.09572,5.71002,5.56026
Myo5b,7.11875,7.1605,6.85773,7.08624,6.95726,6.99695
Tspo,10.4036,10.4607,10.3522,10.4295,10.2877,10.2091
Gpx7,5.72415,5.79565,5.60341,5.5348,4.85878,5.05737
Taf7,5.86173,5.80829,5.50872,5.58031,5.4675,5.25491
F630028O10Rik,6.74951,6.93767,6.75265,6.40699,6.09454,6.09781
Tmem173,7.06401,7.30257,7.49343,7.52102,6.71746,6.79055
Rassf9,5.14427,5.01298,6.0705,6.09747,5.78399,6.01896
2210020M01Rik,5.46072,5.56191,5.84344,6.02822,5.07783,4.89164
1700034F02Rik,4.39641,4.46961,4.08304,4.16658,3.58707,3.58663
AC124316.1,7.75984,7.59326,7.67196,7.59301,7.14193,7.22774
Stk25,10.21,10.1406,9.42145,9.30035,8.69253,8.62461
Cyp4a12a,5.38922,5.51055,5.12527,4.9269,4.38442,4.03939
Atp6v0b,10.0717,10.1538,9.50669,9.63347,9.17823,9.31303
A530006G24Rik,5.93898,5.6326,5.41649,5.53484,5.26573,5.1359
Trim40,5.62229,5.5223,4.75921,4.84819,4.46644,4.37714
Nudt14,7.82004,7.65428,7.0624,7.30874,6.96973,7.09429
Prex1,7.07451,7.08842,6.1848,6.29447,5.85758,5.51466
Ykt6,8.08487,8.03854,7.60764,7.95536,7.01058,7.50274
Olfr1206,6.71023,7.05631,5.40191,5.59617,5.71593,5.44826
Myc,8.45621,8.26927,6.57775,6.16254,6.05765,5.84333
Ube1y1,5.42865,5.56507,5.30795,5.43542,4.79901,4.60914
Tox2,7.50236,7.43876,6.22825,6.45599,6.21645,6.04733
Lce1e,6.01318,5.91463,5.72385,5.61921,5.56209,5.19975
Olfr1161,5.19796,5.36339,4.26264,4.3915,4.05724,3.90767
Hspa5,11.4132,11.4875,10.6759,10.5951,10.1286,10.1411
Rbp2,4.85391,4.92373,4.61462,4.72138,4.68221,4.4702
Sap130,9.5651,9.4013,9.13539,9.06596,8.60668,8.63348
Myh1,4.98038,5.03056,5.36619,5.80893,9.15145,8.93632
Gm5607,6.38364,6.42824,6.26542,6.42219,6.33211,6.16521
Mapk8ip1,8.30745,8.18712,6.66111,6.6831,6.08262,6.05851
Klk1b24,4.5634,4.91922,4.30283,4.41438,4.02883,4.05685
Tnfrsf17,5.17054,5.11149,5.4162,5.57798,5.12244,4.92218
Gpr150,5.42211,5.37949,4.72591,4.69061,4.6372,4.58037
Pnpo,8.17567,8.05355,7.87572,7.95516,7.77153,7.82962
0610012H03Rik,5.96721,6.01146,5.44559,5.29215,5.42668,5.35789
Fry,7.63096,7.86153,9.28995,9.31699,8.63492,8.73867
Itih3,6.51156,6.39478,6.37799,6.45668,5.45628,5.26206
Ace,7.24111,7.40279,9.36959,9.39211,7.16566,7.45797
Clec1a,7.1998,6.87004,6.62237,6.67558,6.56468,6.75591
Hipk2,10.7234,10.7283,9.85424,9.76206,9.67881,9.87619
Myo16,5.69332,5.51691,5.50416,5.35617,5.29196,5.32225
Gm5465,5.17564,5.36624,4.7951,4.90641,4.65768,4.61734
Dnajb6,6.30091,6.17823,5.78421,5.74997,5.623,5.42097
8430432A02Rik,5.02874,5.26855,4.89569,4.89261,4.56462,4.51972
Arf5,8.8654,8.7546,8.52232,8.59162,8.13812,8.17756
Drg1,10.3415,10.2587,9.37309,9.27565,9.08185,9.18541
Olfr862,4.91924,5.46141,4.61929,4.55527,4.24663,4.16252
BC055324,6.71743,6.76106,6.02275,6.00022,5.53489,5.45314
Ext2,8.7021,8.65152,8.41558,8.34538,7.68788,7.6378
Gpc5,4.98957,5.07468,4.68977,4.74838,4.44913,4.40473
Mrps14,7.68333,7.76798,7.3023,7.47804,7.47441,7.40954
4930583K01Rik,6.23653,6.32173,5.97624,5.94817,5.93183,6.03167
Abhd14b,8.24391,8.38973,7.78873,7.79043,6.85761,7.06506
Klk14,6.09273,6.05741,5.87763,5.8903,5.8527,5.58959
Cypt3,4.50545,4.66489,4.40021,4.43073,4.1026,3.95099
Irs3,6.96319,7.83611,8.27598,8.30281,7.85753,8.24211
Rcn2,8.31186,8.36985,7.74017,7.77575,6.67507,6.74483
D10Wsu102e,7.92562,7.91434,6.96971,6.85872,6.49502,6.53518
Paqr6,6.74711,6.57772,6.61702,6.70428,6.26615,6.06984
Asz1,4.7269,4.68094,4.46696,4.32977,3.938,3.95776
Arpc1b,10.8984,10.8951,10.9205,10.8695,10.0051,10.0509
Vtn,6.42908,6.82162,7.31575,7.09269,7.18005,7.24028
Tubb2b,7.43484,7.05057,7.83695,7.13996,6.73702,6.63496
Med9,8.16855,8.06994,7.4405,7.36045,7.10517,6.91562
Gm13445,8.68567,7.93243,8.38966,8.20191,7.75934,7.86194
Cd200r2,5.61083,5.53993,5.04709,5.04747,5.04284,5.00384
Hap1,7.90578,7.88582,5.11335,5.08308,5.12833,4.81945
Zc3hc1,7.3557,7.26925,6.77384,6.88906,6.30062,6.15476
Pex6,8.34916,8.35308,8.3209,8.64317,8.33861,8.62083
Ppp2r5c,9.43367,9.27045,8.49393,8.43682,8.12374,8.20904
Zfp568,6.47713,6.57788,7.09523,7.14481,5.77485,6.02488
Sgsh,8.06074,7.74221,7.13907,7.2829,6.63806,6.50658
Col8a2,6.01355,5.98208,5.54726,5.68145,5.66432,5.63931
AC164609.4,4.71944,4.5437,4.41575,4.60801,4.13298,4.46492
Mdm1,6.61951,6.52785,5.58661,5.73346,5.50018,5.59838
Spon2,5.7877,5.56668,5.44497,5.39236,5.32564,5.08507
Mfap5,7.05245,7.16122,10.0514,10.0214,6.41993,6.60386
A530084C06Rik,6.13275,6.00733,5.62359,5.76691,5.71436,5.52421
Grrp1,7.78298,7.60911,7.05086,7.13631,7.14555,6.91178
P2ry4,5.01901,4.99779,4.95619,5.02233,4.59176,4.53871
H1foo,4.73546,4.58884,4.44616,4.3957,4.26984,3.98165
Polrmt,8.30481,8.22637,7.87219,8.02946,7.83444,7.94847
Zmynd19,7.76603,7.79023,7.09486,7.10853,6.7699,6.72206
Olfr1368,4.43464,4.58874,4.08644,4.02789,3.9578,3.85383
S100a5,4.98258,5.07467,4.70367,4.68611,4.45265,4.63788
Ostn,4.95014,5.13111,4.61336,4.72066,4.85538,4.56474
