gene,STOMACH1,STOMACH2,STOMACH3,SALIVARY_GLAND1,SALIVARY_GLAND2,SALIVARY_GLAND3
LOC652276,79,73,38,52,79,66
LOC107987434,0,0,0,0,0,0
LOC101928924,0,0,0,0,0,0
LOC101927000,2,2,0,2,0,2
LOC101928416,0,4,0,0,1,2
LOC100506691,31,121,66,87,87,96
WI2-2373I1.2,0,3,0,0,0,0
LOC541473,0,1,2,2,3,1
LOC100288778,1066,951,572,1373,1379,1471
LOC442497,2,0,0,4,12,11
LOC401585,0,0,0,0,0,0
LOC100128594,14,9,11,13,14,23
LOC103171574,24,18,10,26,29,21
LOC107985200,176,172,248,125,109,225
LOC101927815,0,0,0,0,3,4
ACAA1,3065,1773,2078,2418,2503,2612
ACAA2,7475,1787,1421,1606,3511,2173
ACACB,20581,6023,5206,3648,34494,5846
ACAD10,1617,1168,1043,1359,1971,1453
ACAD11,246,140,212,317,468,340
ACAD8,1780,1150,1368,1485,2029,1758
ACAD9,1409,1876,2019,1568,2137,1799
ACADL,366,1032,2375,2491,1044,948
ACADM,8050,1734,2903,2692,2764,1560
ACADS,3515,892,826,1320,2344,1420
ACADSB,3577,1152,1391,2404,2817,1772
ACADVL,41414,24355,18891,17312,17582,22266
ACAN,56,364,3057,1155,721,373
ACAP1,357,191,284,621,356,1306
ACAP2,2570,2141,2753,3015,3729,2862
ACAP3,4203,2415,4623,2539,4299,5835
ACAT1,12243,2431,4020,3592,4738,2459
ACAT2,396,267,824,601,818,424
ACBD3,2071,1869,2695,2561,2850,1780
ACBD4,800,639,1332,2038,1901,1877
ACBD5,2425,1003,1220,1388,1787,1015
LHX4-AS1,296,339,311,315,373,489
ACBD7,2,4,6,2,6,4
ACCS,1508,468,580,1491,3775,2968
ACCSL,0,1,0,0,1,7
ACD,884,1135,1377,1395,1284,1065
ACE,2332,165,279,459,1404,2129
ACE2,3501,46,168,96,1948,40
ACER1,6,2,1,4,2,4
ACER2,189,108,96,111,811,219
ACER3,1563,962,943,873,2026,1590
ACHE,76,106,170,109,307,121
ACIN1,6515,7759,10055,9018,10098,9834
ACKR1,8149,11787,7460,3809,14006,27851
ACKR2,131,209,394,365,341,152
ACKR3,1997,2811,5528,2734,9895,5508
ACKR4,41,21,43,182,401,323
ACLY,6023,8957,10674,4602,8079,4209
ACMSD,1,0,2,1,5,2
ACO1,3827,4185,4560,3818,5802,2926
ACO2,14671,3398,4731,3168,3970,1362
ACOD1,0,0,0,0,0,0
ACOT1,135,247,342,411,426,243
ACOT11,936,186,520,613,247,251
ACOT12,6,0,2,0,6,2
ACOT13,923,472,602,628,866,540
ACOT2,2523,1157,1438,895,1804,1127
ACOT4,58,37,59,41,134,73
ACOT6,0,0,1,0,2,2
ACOT7,700,1457,1977,1578,767,436
ACOT8,807,716,763,869,810,632
ACOT9,3127,2951,3685,2770,3437,2343
ACOX1,3423,2367,2544,2718,3618,2185
ACOX2,1524,681,1217,1487,1795,1548
ACOX3,887,1051,1653,1319,1321,878
ACOXL,5,4,7,11,10,8
ACOXL-AS1,7,0,2,10,12,3
ACP1,2841,2737,3062,3006,3521,2273
ACP2,1927,1941,1589,2003,2332,2045
ACP5,1824,29,42,766,1319,427
ACP6,674,620,626,1343,780,829
ACP7,0,6,0,2,16,0
ACPP,39,42,19,19,54,115
ACP4,1,2,0,1,5,0
ACR,82,12,26,22,189,124
ACRBP,133,58,24,141,112,229
ACRV1,1,1,2,3,2,3
ACSBG1,57,12,12,32,24,37
ACSBG2,6,11,12,6,0,19
ACSF2,836,380,957,769,2105,1069
ACSF3,719,892,918,1017,1020,814
ACSL1,21880,13020,11821,5075,29898,5174
ACSL3,3009,3385,4450,5325,3893,1991
ACSL4,2970,8360,4253,3465,4131,2321
ACSL5,2548,905,1121,942,2091,1753
ACSL6,97,28,7,64,126,123
ACSM1,51,29,36,106,169,27
ACSM2A,1,2,2,6,9,14
ACSM2B,8,6,11,1,17,4
ACSM3,447,52,137,143,758,55
ACSM4,1,2,0,0,3,5
ACSM5,578,29,258,153,861,290
ACSM6,1,0,8,2,6,81
ACSS1,3630,2962,4606,4459,4134,4697
ACSS2,5005,2730,5743,3994,7725,3909
ACSS3,1468,1065,833,1230,2243,1141
ACTA1,256049,2769,3499,894,330,64
ACTA2,38942,206848,477473,257399,192624,87990
ACTB,130938,576184,770942,449898,283433,221604
ACTBL2,0,0,0,0,0,0
ACTC1,208788,17551,88065,8695,6699,11262
ACTG1,70614,166207,165611,138860,141802,96602
ACTG1P17,33,20,5,13,45,51
ACTG2,9835,75945,63286,27893,82549,21455
ACTL10,33,25,88,74,83,60
ACTL6A,1077,1488,1629,1237,1673,1038
ACTL6B,2,0,0,2,3,0
ACTL7A,0,0,0,2,2,2
ACTL7B,0,11,2,2,2,0
ACTL8,0,0,0,2,2,0
ACTL9,0,4,0,0,0,0
ACTN1,14941,90097,132600,71107,41053,34303
ACTN1-AS1,1,17,8,11,36,64
ACTN2,70078,2281,4830,2304,1390,1727
ACTN3,28,93,155,47,63,119
ACTN4,20951,45405,125934,38457,57795,23080
ACTR10,3078,3139,3830,4097,3706,2575
ACTR1A,7358,9149,12980,9258,8599,6229
ACTR1B,4423,3223,6009,5819,6049,4021
ACTR2,7982,11257,11881,11395,10073,5933
ACTR3,6468,11592,13687,9973,8199,5367
ACTR3B,325,386,286,322,336,359
ACTR3C,27,29,17,28,23,17
ACTR5,440,508,803,891,819,891
ACTR6,919,920,1275,1629,1275,752
ACTR8,743,863,995,940,1315,784
ACTRT1,0,0,0,0,0,0
ACTRT2,0,4,0,0,0,4
ACTRT3,73,105,77,97,197,54
ACVR1,1228,1884,2848,2609,2661,1095
ACVR1B,1432,2683,1956,1621,2752,1852
ACVR1C,158,88,159,20,1107,234
ACVR2A,722,384,672,895,1041,2039
ACVR2B,698,399,357,630,892,511
ACVR2B-AS1,16,27,30,107,90,56
ACVRL1,5092,2370,2473,1790,4727,3798
ACY1,782,779,642,568,1091,648
ACY3,2,0,1,5,2,8
ACYP1,343,187,365,302,280,270
ACYP2,1233,454,759,957,572,337
ADA,791,545,656,590,1037,1350
ADA2,3896,827,551,2061,2512,3386
ADAD1,0,6,2,0,0,0
ADAD2,168,0,4,9,48,17
ADAL,601,281,358,382,578,386
ADAM10,3752,2345,2409,3682,4670,2349
ADAM11,223,42,69,131,375,281
ADAM12,151,357,143,36,324,384
ADAM15,14716,9473,6777,6593,13962,12452
ADAM17,1051,700,830,1104,1430,681
ADAM18,0,0,0,0,0,1
ADAM19,1480,1981,1376,1561,2558,2711
ADAM2,1,0,0,0,0,0
ADAM20,8,8,30,13,22,12
ADAM20P1,18,13,8,7,16,18
ADAM21,7,38,18,18,16,24
ADAM21P1,0,2,6,2,2,0
ADAM22,471,82,174,325,600,548
ADAM23,2793,447,584,346,457,813
ADAM28,215,86,54,757,336,1561
ADAM29,0,4,0,2,0,2
ADAM30,0,4,0,0,0,0
ADAM32,61,45,33,48,151,170
ADAM33,10818,5478,17269,14649,16107,11979
ADAM3A,0,0,0,0,0,0
ADAM7,0,0,0,0,0,0
ADAM8,374,146,221,847,444,1209
ADAM9,4551,8213,9883,7863,6282,4222
ADAMDEC1,71,7,0,156,119,97
ADAMTS1,31780,57627,37967,17710,133718,17122
ADAMTS10,2324,2651,4102,5544,4292,8440
ADAMTS12,1130,595,608,581,958,517
ADAMTS13,408,191,303,511,486,527
ADAMTS14,107,128,74,69,154,1156
ADAMTS15,3399,9833,3899,837,11400,2860
ADAMTS16,24,12,30,6,28,121
ADAMTS17,62,188,122,137,250,356
ADAMTS18,19,7,1,4,5,201
ADAMTS19,42,10,15,0,95,45
ADAMTS19-AS1,0,0,0,0,4,0
ADAMTS2,4509,3497,5146,4214,8261,3507
ADAMTS20,0,0,0,0,0,2
ADAMTS3,175,430,366,304,606,558
ADAMTS4,10046,23581,4647,1283,32843,2219
ADAMTS5,1451,668,878,556,1349,1059
ADAMTS6,1059,146,103,453,751,1260
ADAMTS7,1008,1932,8245,2754,784,1256
ADAMTS8,119,12324,1342,221,32,868
ADAMTS9,4827,17640,3808,403,4209,5976
ADAMTS9-AS1,140,185,202,181,317,278
ADAMTSL1,357,1826,815,1222,1082,1679
ADAMTSL2,1756,1240,1631,1936,11925,1412
ADAMTSL3,986,828,1299,2954,3938,1304
ADAMTSL4,6176,6289,6621,2603,8786,5786
ADAMTSL4-AS1,8,12,5,9,29,7
ADAMTSL5,1237,624,877,410,710,474
ADAP1,271,146,228,275,357,404
ADAP2,708,356,340,932,776,1596
ADAR,9348,12085,12402,15642,15475,13461
ADARB1,2950,11014,16997,12372,6977,5823
ADARB2,8,2,5,14,50,16
ADARB2-AS1,0,0,0,0,0,0
ADAT1,640,990,661,762,1070,1004
ADAT2,921,819,507,413,924,1589
ADAT3,55,93,134,67,124,194
ADCK1,568,381,455,359,478,414
ADCK2,703,884,1096,1326,910,602
ADCK5,566,469,498,845,590,737
ADCY1,987,286,498,714,6781,1096
ADCY10,42,17,18,23,28,33
ADCY10P1,695,189,394,327,292,305
ADCY2,28,284,298,414,524,211
ADCY3,4602,3648,3728,3513,6793,4844
ADCY4,11135,2176,1984,2922,9511,8914
ADCY5,10098,8751,18051,17316,9873,8677
ADCY6,11831,7507,10237,9056,10258,7337
ADCY7,468,369,332,600,1268,1040
ADCY8,0,2,0,6,2,0
ADCY9,3526,5160,8818,6871,4064,2439
ADCYAP1,4,343,125,8,14,249
ADCYAP1R1,1793,188,114,132,3027,938
ADD1,18409,18339,31272,31364,31119,16146
ADD2,519,102,70,90,880,654
ADD3,9160,4811,6652,7021,11802,10284
ADGB,0,2,0,2,7,26
ADGRA1,16,1,6,0,240,0
ADGRA2,4822,2482,2672,4818,11914,5335
ADGRA3,1186,1523,1893,1675,2065,1168
ADGRB1,151,167,230,138,561,261
ADGRB2,610,215,288,350,228,474
ADGRB3,323,273,211,585,240,280
ADGRD1,3635,2742,1993,1027,5439,2257
ADGRE1,12,7,6,62,24,93
ADGRE2,343,248,189,225,245,419
ADGRE3,7,4,0,2,26,4
ADGRE4P,180,13,12,39,61,118
ADGRE5,3479,10366,19403,10837,10263,6295
ADGRF1,2,0,2,4,4,2
ADGRF2,68,0,10,17,0,9
ADGRF3,30,20,16,14,23,25
ADGRF4,39,2,3,14,8,13
ADGRF5,15665,2693,1665,3324,9966,4605
ADGRG1,6207,2215,2829,1394,5039,2803
ADGRG2,429,305,289,89,1489,166
ADGRG3,225,230,28,21,274,135
ADGRG4,69,18,16,48,116,83
ADGRG5,9,2,12,47,12,114
ADGRG6,1461,273,333,736,2257,887
ADGRG7,0,0,0,0,0,0
ADGRL1,1160,1114,932,859,2373,1828
ADGRL2,3866,2571,2787,4018,4299,4222
ADGRL3,700,717,819,779,2487,663
ADGRL4,6470,2203,1545,1975,5014,4096
ADGRV1,11,5,46,11,26,18
ADH1A,73,222,330,303,415,127
ADH1B,27027,55517,93064,113046,123209,34819
ADH1C,647,496,574,483,2072,427
ADH4,20,50,18,19,60,43
ADH5,7543,11362,15901,14205,13531,6923
ADH6,5,85,78,38,33,41
ADH7,0,2,6,0,3,2
ADHFE1,2823,389,2222,3276,3773,2066
ADI1,9609,3541,11531,16703,6669,3805
ADIG,0,0,0,0,0,0
ADIPOQ,11482,2325,2171,70,14266,3688
ADIPOQ-AS1,14,41,16,0,97,17
ADIPOR1,4840,4632,6095,6103,6212,2849
ADIPOR2,5257,3637,4249,2755,7628,2851
ADIRF,8,18,11,20,1,11
ADK,1041,695,683,1049,806,584
ADM,1296,4526,3356,1377,1094,2437
ADM2,4,102,12,28,22,21
ADM5,171,125,138,77,164,713
ADNP,4155,4502,4730,5972,6335,4985
ADNP2,1118,767,1078,1455,2059,1439
ADNP-AS1,57,34,39,66,81,123
ADO,1001,866,996,1606,1329,852
ADORA1,418,290,113,32,222,94
ADORA2A,484,331,739,385,578,360
ADORA2A-AS1,34,19,33,6,37,46
ADORA2B,76,60,45,32,146,73
ADPGK,2174,2079,1883,2027,3311,3692
ADPGK-AS1,5,5,11,10,12,9
ADPRH,992,941,845,1453,1567,1071
ADPRHL1,7124,72,111,89,225,77
ADPRHL2,880,1055,1434,1354,1273,1105
ADPRM,302,380,352,583,559,333
ADRA1A,335,90,41,10,62,31
ADRA1B,89,165,510,163,256,110
ADRA1D,204,48,71,47,74,295
ADRA2A,824,730,466,1095,509,4832
ADRA2C,740,1465,8329,2691,2772,667
ADRB1,944,66,166,62,270,162
ADRB2,707,160,270,253,431,441
ADRB3,5,2,4,0,2,2
ADRM1,2586,3914,3918,3528,3120,2031
ADSL,2212,2506,2237,2008,2216,1706
ADSS,1308,2193,2509,3066,2155,1691
ADSSL1,3545,249,710,2611,1437,1032
ADTRP,2,16,43,33,29,31
AEBP1,12994,138177,140655,284822,100435,63203
AEBP2,1399,1749,2658,3165,2190,1196
AEN,418,1342,1325,1745,1373,820
AES,24218,17692,23316,20782,28523,15688
LOC101929709,127,175,243,165,207,301
LOC101929269,0,0,0,0,0,0
LOC101927635,9,1,2,29,6,6
LOC105373383,10,10,15,28,16,46
AFAP1,1897,3559,3837,3591,7056,2472
AFAP1-AS1,13,62,62,18,12,19
AFAP1L1,3568,807,1042,1090,3123,1485
AFAP1L2,2557,1043,1684,883,2652,1276
AFDN,6080,3462,3947,3802,7843,4649
AFDN-AS1,49,16,14,13,49,63
AFF1,10283,8221,8709,10419,19191,6675
AFF2,125,532,1427,513,682,32
AFF3,350,1103,2187,1111,1345,789
AFF4,4469,7753,8648,9734,9139,5071
AFG1L,290,117,137,139,175,166
AFG3L1P,1058,1209,1376,1074,1483,2002
AFG3L2,2565,1285,1495,1451,2000,1019
AFM,0,0,0,0,0,0
AFMID,626,766,724,661,966,912
AFP,0,1,1,0,2,8
AFTPH,1339,1928,2521,2537,2367,1526
AGA,383,640,765,1452,1054,532
AGAP1,1653,1729,1986,2153,3294,1118
AGAP1-IT1,2,6,2,4,3,6
AGAP2,1374,55,44,182,787,388
AGAP2-AS1,76,105,142,203,162,71
AGAP3,3480,3259,4431,5115,4846,4459
AGAP4,179,111,38,114,68,378
AGAP5,320,228,185,299,391,435
AGAP6,1188,1011,813,1146,1241,2073
AGAP9,55,44,35,15,61,26
AGBL1-AS1,0,0,0,0,0,0
AGBL2,41,22,25,74,77,94
AGBL3,51,51,62,115,69,101
AGBL4,7,5,6,9,10,23
AGBL4-IT1,0,0,0,0,0,0
AGBL5,827,1030,1326,1893,1590,1015
AGBL5-AS1,3,3,0,2,4,1
AGER,382,207,135,327,295,907
AGFG1,3884,4368,4647,4513,6136,4136
AGFG2,1388,1144,1677,1464,1683,1610
AGGF1,1862,1115,1395,1805,2609,1414
AGK,1646,1155,1263,1605,1776,1638
AGL,3277,1848,2830,4063,4005,1703
AGMAT,6,12,17,19,10,18
AGMO,147,27,33,69,126,37
AGO1,2587,2752,3281,3497,3848,3065
AGO2,522,900,698,527,823,298
AGO3,1891,1563,1705,1968,2842,2184
AGO4,2946,1557,2678,2908,4120,3619
AGPAT1,3936,5936,6533,6243,6055,3430
AGPAT2,5097,2698,2746,2044,11934,3062
AGPAT3,4009,3142,2613,2873,3856,2383
AGPAT4,1086,928,1425,1141,1926,1262
AGPAT5,527,1005,641,488,818,470
AGPS,1892,1992,2564,2602,2265,1854
AGR2,7,8,4,2,7,2
AGR3,0,0,0,2,0,0
AGRN,4261,2164,3206,7810,6810,4008
AGRP,1,0,0,6,2,9
AGT,6417,8993,3995,4585,11562,2728
AGTPBP1,1716,1185,1334,1101,1720,1826
AGTR1,2895,260,668,872,2630,685
AGTR2,1,0,0,14,18,68
AGTRAP,1405,2775,1751,1499,1726,2260
AGXT,7,6,12,2,20,14
AGXT2,0,1,2,0,0,4
AHCTF1,2676,3746,4122,4949,4834,2007
AHCY,2664,5339,3986,3110,4669,2347
AHCYL1,5864,7363,8304,7588,8694,4511
AHCYL2,1048,918,1147,1472,1904,1343
AHDC1,3857,5031,6147,6047,5560,5539
AHI1,1106,1428,1440,1048,1781,2268
AHNAK,102561,106399,248365,179867,208043,113654
AHNAK2,2428,1843,6706,5714,5273,3659
AHR,4419,2778,2753,4215,4628,4287
AHRR,68,167,521,64,59,341
AHSA1,3100,4526,7053,4199,3460,2212
AHSA2,6686,3380,4838,9190,11061,12581
AHSG,10,5,8,4,2,6
AHSP,0,0,0,2,14,9
AICDA,2,1,6,2,6,4
AIDA,1010,1451,1946,1611,2057,743
AIF1,729,554,403,1311,1630,3065
AIF1L,9327,3109,7961,4377,6967,3833
AIFM1,3278,1163,1583,870,1515,978
AIFM2,1353,2485,2036,1742,2872,1367
AIFM3,77,46,29,64,89,183
AIG1,2201,1254,1456,2175,2145,1170
AIM2,23,33,24,62,152,105
AIMP1,1909,1914,2520,2981,2997,2053
AIMP2,592,541,476,314,529,325
AIP,2353,2463,4814,7126,4431,2547
AIPL1,0,0,0,0,0,0
AIRE,15,13,0,11,27,40
AIRN,0,0,2,0,0,0
LOC105369302,3,0,0,0,2,1
AJAP1,78,21,14,42,68,96
AJUBA,776,1123,2072,1364,1167,795
AK1,8215,4109,5699,3917,3767,3444
AK2,3538,4322,4202,3042,5256,3973
AK3,6538,2996,3482,5466,5929,2936
AK4,4582,4206,2908,4108,4251,1670
AK5,86,224,769,288,251,99
AK6,2707,2000,2118,2507,3000,2003
AK7,66,18,16,30,63,60
AK8,34,16,38,63,76,52
AK9,501,326,614,475,495,304
AKAIN1,0,0,0,0,0,0
AKAP1,9334,7839,11364,11840,6537,6446
AKAP10,1492,1651,1963,2377,2261,1821
AKAP11,3404,3460,4236,5474,5528,3552
AKAP12,6124,15325,17357,14804,26996,5311
AKAP13,12186,9427,9016,9449,14745,6787
AKAP14,1,0,2,2,0,0
AKAP17A,3424,3745,4599,4639,6101,7739
AKAP2,12403,19365,20004,14418,20593,6339
AKAP3,34,38,26,60,47,19
AKAP4,0,6,2,2,2,4
AKAP5,70,134,266,450,142,256
AKAP6,5118,3744,6003,6187,2760,1399
AKAP7,466,335,345,522,622,337
AKAP8,2243,1671,2091,2436,3729,3218
AKAP8L,3332,3015,3681,3639,4262,4381
AKAP9,4285,1930,3687,4164,5999,4211
AKIP1,1016,743,1179,1342,1137,1006
AKIRIN1,2770,2815,3768,3428,4639,2074
AKIRIN2,1504,1217,1507,1638,2051,1290
AKNA,2173,2488,2393,4415,3191,4261
AKNAD1,8,6,10,10,17,13
AKR1A1,2658,3853,4856,3551,3853,4062
AKR1B1,6053,2392,3248,3814,5979,3289
AKR1B10,31,5,16,13,24,32
AKR1B15,8,17,8,0,13,9
AKR1C1,6403,4206,5255,5156,6238,3361
AKR1C2,1539,1174,4093,3796,2297,2727
AKR1C3,3996,1529,2206,3505,2869,2901
AKR1C4,2,2,2,1,1,2
AKR1D1,0,1,0,0,0,2
AKR1E2,130,169,279,221,182,176
AKR7A2,1663,935,1635,1998,1859,1380
AKR7A3,67,29,53,85,151,193
AKR7L,29,17,28,21,73,87
AKT1,7128,12453,16311,11442,11600,7262
AKT1S1,2195,2865,3824,3708,3206,2807
AKT2,6022,6196,8382,7671,9243,7597
AKT3,2653,6026,8120,9178,7569,2321
AKTIP,1881,2129,2957,3058,3329,1593
LINC02554,0,2,0,0,0,5
LOC101927972,4,0,2,0,3,2
LOC100506885,6,25,15,39,14,14
LOC101927950,2,0,0,0,0,2
PINCR,0,0,0,0,0,2
LOC100128531,23,10,5,16,27,4
LOC107984178,0,0,0,0,0,0
LOC100506679,10,9,3,22,20,8
TAB2-AS1,0,0,0,0,0,0
LOC101930114,13,15,10,3,71,73
LOC101927257,1,4,10,3,1,2
LOC101927159,0,0,0,0,0,0
LOC101927377,61,10,7,13,24,13
LOC100131496,6,12,4,0,10,5
LOC101928596,0,0,0,0,0,0
LOC105378614,0,0,0,0,0,0
LOC100506801,16,11,16,15,26,39
LOC102724450,17,2,7,16,10,20
LOC101927189,70,14,27,6,21,72
LOC101927136,0,0,0,0,0,0
LOC105375095,14,11,4,4,10,14
LOC105378668,0,0,1,0,0,2
LOC101929536,4,4,4,2,4,16
LOC101928335,0,0,0,0,0,0
PDYN-AS1,0,0,0,0,0,0
LOC100506675,0,0,0,0,0,0
LOC284798,0,2,0,2,1,6
LOC101928358,0,0,2,1,10,2
LOC285766,0,0,0,0,1,0
LOC105378828,47,43,33,28,83,66
LOC100130264,0,2,4,0,6,1
LOC100506071,2,0,0,0,3,4
LOC102723809,22,13,12,10,10,9
LOC101929413,2,1,0,0,0,1
LINC02523,3,0,2,1,2,0
LINC02532,0,2,0,0,0,0
LOC101928909,2,0,2,0,0,7
LOC101929705,24,4,0,4,0,4
LOC105373185,0,6,2,7,3,8
LOC100289473,4,5,3,14,27,2
LOC105376736,4,0,7,7,0,5
LOC154449,0,0,0,0,0,0
LOC285804,0,4,8,13,13,0
LOC101929460,0,5,5,2,0,8
LOC102724357,0,0,0,0,0,0
LOC284930,0,0,0,0,0,0
LOC101927604,13,3,10,11,4,29
LOC101928402,4,2,0,14,5,8
LOC100130587,0,0,0,0,0,0
LOC101929526,0,0,1,1,0,2
LOC100506384,0,0,0,0,0,0
LOC102724889,14,5,8,20,21,20
LOC101929297,0,0,0,0,0,0
LOC105371620,0,0,0,1,0,0
LOC102724601,7,1,1,0,4,0
LOC729867,25,15,5,27,32,42
LOC100288846,10,17,10,13,21,13
LOC101926933,14,38,27,47,37,48
LOC105371046,1,0,0,0,4,0
LOC149950,0,0,0,0,0,0
LOC101927419,0,0,0,0,0,0
LOC284788,0,0,0,0,0,0
LINC02535,2,0,0,2,0,10
LOC642361,142,90,188,187,277,200
LOC102724814,416,332,432,541,838,975
LOC102724684,1,3,0,4,2,3
LOC105376609,5,7,5,7,12,10
LINC02544,5,33,69,73,103,83
LOC100507506,31,5,5,24,16,16
LOC100508631,0,0,0,12,0,0
LOC101927692,2,0,0,0,12,18
LOC399715,29,19,32,81,65,73
LOC105370616,2,2,0,0,0,0
LOC100507477,896,28,47,151,33,6
LOC101928298,0,0,0,0,0,0
LOC101927434,0,0,0,0,0,0
LOC105371458,0,0,0,0,0,0
LOC105370622,0,0,0,0,0,0
LOC105378277,2,0,0,0,5,0
LOC105378687,4,2,5,11,10,25
LOC101927124,18,10,9,18,41,26
MYMX,28,14,4,28,153,50
LOC105378933,0,1,0,1,2,0
LOC400794,6,0,0,0,0,4
LOC101927702,5,3,9,15,8,17
LOC101928834,3,6,5,11,7,31
LOC101928791,0,0,0,0,0,0
LOC100507103,33,8,22,20,37,7
LOC105376108,0,0,0,0,0,0
LOC103344931,387,492,515,704,789,519
LOC283038,5,0,2,12,1,17
LOC101927787,0,0,0,0,0,2
LOC101928525,23,24,5,12,23,18
LOC105376070,58,7,14,26,20,21
LOC101928797,2,0,0,0,2,2
LOC101928009,0,0,0,0,0,0
LOC101927523,0,0,0,0,0,10
LOC101929331,49,24,18,40,58,96
LOC105376100,0,0,0,0,0,0
LOC730098,87,167,149,157,116,106
LOC100287792,0,0,0,0,0,0
LOC105376171,5,3,2,5,10,4
LOC101929116,0,0,0,0,0,2
LOC101928748,0,0,0,0,0,0
LOC102723566,447,515,728,695,744,896
LOC254028,0,0,0,0,0,0
LOC440896,0,0,0,2,0,0
LOC729603,139,128,169,255,196,373
LOC100506175,0,0,0,1,2,2
LOC105378311,0,0,0,0,0,0
LOC101928372,2,4,3,11,5,0
LOC102723971,0,0,0,0,0,0
LOC105370306,0,0,0,0,0,0
LOC101927690,0,2,0,5,0,0
LOC102724589,0,0,0,1,0,1
LOC107985210,0,0,0,2,0,0
LOC107985209,83,20,45,112,36,181
LOC100288208,0,0,0,0,0,0
LOC101927765,41,21,25,58,51,90
LOC440600,14,7,10,3,11,18
LOC101927358,0,0,0,0,0,0
LOC101928303,63,4,0,5,6,28
LOC101927780,5,79,12,25,6,85
LOC101929718,0,0,0,0,2,0
LOC102724264,0,2,2,0,0,0
LOC101927620,1,0,0,4,2,2
LOC105370473,0,0,0,0,0,0
LOC102724593,45,12,17,32,58,63
LINC02487,4,0,2,0,2,12
LINC02538,4,3,1,4,2,1
LOC100507144,2,2,2,11,5,15
LOC105376276,2,2,0,0,2,4
LOC100507557,94,54,63,140,144,135
LOC100996251,47,20,16,27,36,28
LINC02539,0,0,0,0,0,0
LOC100130476,84,24,26,56,126,89
LOC101928075,0,0,0,3,0,9
LOC101928516,0,0,0,0,0,0
LINC02541,0,0,1,0,0,0
LOC100505795,0,1,0,0,4,0
LINC02529,0,0,0,0,3,0
LOC101929626,4,0,0,0,0,4
LOC105376468,0,0,0,0,0,0
LOC102723604,1,0,0,0,0,0
LOC730102,1528,762,683,1400,2394,2124
LOC153910,0,0,0,0,6,0
LOC101928661,0,0,0,0,0,0
LOC101928438,0,4,2,3,2,2
LOC107984285,13,6,2,6,6,8
LOC101927762,0,0,0,1,0,1
LOC101929147,346,128,279,218,535,338
LOC100130331,0,0,0,0,0,0
LOC401554,4,2,2,3,6,0
LOC101929445,0,0,2,0,8,2
LOC105378044,1,0,0,0,0,0
LOC105376382,0,0,0,22,0,6
LOC100288175,22,6,1,7,15,24
LOC101927575,2,0,0,0,0,0
LOC100507670,2,2,1,3,7,6
LOC148413,587,637,800,729,834,1012
LOC107987516,0,0,0,0,0,0
LOC101926942,0,0,0,0,0,0
LOC101928307,352,64,147,468,328,828
LOC101927851,2,5,1,4,5,19
LOC102724017,132,114,99,105,126,141
LOC100506100,72,9,18,49,62,63
LOC101928495,0,0,0,0,0,0
LOC101929099,6,2,1,6,4,16
LOC102723968,0,0,0,0,0,0
LOC100129620,0,0,0,0,0,0
LINC02525,0,0,0,4,1,0
LOC101929224,2,2,0,3,17,0
LOC102723727,0,0,0,0,0,1
LOC100130548,13,10,8,24,42,25
LOC101927839,0,0,0,1,2,2
LOC100506790,0,0,0,0,0,1
LOC101929592,2,2,8,0,0,0
LOC440700,0,1,0,1,2,3
LOC105376480,0,0,0,0,0,0
LOC101929243,101,25,27,88,65,72
LOC101928404,4,0,2,3,1,9
LOC101928728,21,35,14,32,57,48
LOC101928381,0,0,0,2,0,0
LOC101927450,0,0,0,0,0,0
LOC105376365,0,0,0,1,1,0
LOC440173,12,8,8,31,19,42
LOC101929464,0,5,1,14,1,1
LOC100129534,92,88,76,43,78,57
LOC343052,0,2,2,2,2,8
LOC105378052,0,0,0,0,0,0
LOC101928322,0,0,0,0,0,0
LOC101927314,0,0,0,0,0,0
LOC728660,0,0,0,0,0,0
LOC105378853,73,15,33,50,91,63
LOC101928489,13,6,8,26,11,16
LOC101929721,0,0,0,0,0,0
LOC105378328,0,0,0,0,0,0
LOC400743,0,6,0,4,0,4
LOC105376421,0,0,2,0,1,0
LOC284632,0,2,0,0,0,0
LOC101927139,0,0,0,0,0,0
LOC100505635,525,493,229,345,1400,618
LOC101926934,1,2,1,3,0,0
LOC101927502,6,0,1,2,4,8
LOC339529,1,1,4,0,0,5
LOC101929441,4,0,1,2,3,5
PCDH20,179,110,713,405,128,297
LOC100129027,0,0,0,0,0,0
LINC02549,0,0,0,0,0,0
LOC102724919,2,2,1,2,5,0
LOC101928994,0,0,0,0,4,0
LOC101928627,0,0,0,0,0,0
LOC100507564,4,0,2,15,24,3
LOC101929420,0,0,0,0,0,0
LOC105378137,0,0,0,1,0,15
LOC101928673,66,66,78,105,80,93
LOC100130417,57,39,53,115,689,531
LOC101929072,14,90,166,325,11,127
LOC102723883,0,0,0,0,0,1
LOC102725019,0,0,0,0,0,0
LOC105375014,0,0,0,0,0,0
LOC105379695,11,4,2,2,1,0
LOC105375009,4,0,4,3,0,4
LOC101928626,7,6,1,16,3,6
LOC101929006,0,0,0,0,0,0
LOC100132077,77,19,35,31,166,66
LOC102724719,3,5,3,12,3,11
LOC102724323,17,15,17,18,37,63
LOC101928775,0,0,0,0,0,0
LOC100133077,0,0,0,0,0,0
LOC340512,2,1,0,0,2,0
